window_id	count	hetA	fixed	hetB	hetAB
chr18_16207224_16226866	28	3	0	2	0
chr18_16207224_16226866	23	1	2	0	0
chr18_16207224_16226866	23	0	0	0	3
chr18_16207224_16226866	23	0	0	0	2
chr18_16207224_16226866	21	3	0	1	0
chr18_16207224_16226866	21	0	0	4	1
chr18_16207224_16226866	20	0	0	5	0
chr18_16207224_16226866	20	1	5	1	0
chr18_16207224_16226866	18	2	1	1	0
chr18_16207224_16226866	18	0	2	1	0
chr18_16207224_16226866	18	1	0	5	0
chr18_16207224_16226866	16	3	0	0	1
chr18_16207224_16226866	15	1	0	0	2
chr18_16207224_16226866	15	4	0	0	0
chr18_16207224_16226866	14	1	3	0	0
chr18_16207224_16226866	13	3	1	0	0
chr18_16207224_16226866	13	2	3	0	0
chr18_16207224_16226866	13	0	0	1	2
chr18_16207224_16226866	12	2	0	0	2
chr18_16207224_16226866	12	1	0	2	1
chr18_16207224_16226866	12	0	0	3	2
chr18_16207224_16226866	11	0	2	2	0
chr18_16207224_16226866	10	1	0	0	3
chr18_16207224_16226866	10	0	5	1	0
chr18_16207224_16226866	10	5	0	1	0
chr18_16207224_16226866	9	1	0	1	2
chr18_16207224_16226866	9	0	1	3	0
chr18_16207224_16226866	9	2	2	0	0
chr18_16207224_16226866	8	2	2	1	0
chr18_16207224_16226866	8	1	1	3	0
chr18_16207224_16226866	8	0	1	1	1
chr18_16207224_16226866	8	1	4	2	0
chr18_16207224_16226866	8	0	3	1	0
chr18_16207224_16226866	7	2	0	2	1
chr18_16207224_16226866	7	1	2	1	0
chr18_16207224_16226866	6	2	1	2	0
chr18_16207224_16226866	6	1	0	4	0
chr18_16207224_16226866	6	1	4	1	0
chr18_16207224_16226866	6	5	0	0	0
chr18_16207224_16226866	6	0	0	4	0
chr18_16207224_16226866	5	0	0	3	1
chr18_16207224_16226866	5	4	1	1	0
chr18_16207224_16226866	4	0	0	1	3
chr18_16207224_16226866	4	3	0	1	1
chr18_16207224_16226866	4	0	1	0	1
chr18_16207224_16226866	4	1	4	0	0
chr18_16207224_16226866	4	0	4	0	0
chr18_16207224_16226866	4	0	4	1	0
chr18_16207224_16226866	4	1	5	0	0
chr18_16207224_16226866	4	0	4	2	0
chr18_16207224_16226866	4	4	0	2	0
chr18_16207224_16226866	4	2	1	0	1
chr18_16207224_16226866	3	0	2	0	1
chr18_16207224_16226866	3	0	0	2	2
chr18_16207224_16226866	3	0	1	0	2
chr18_16207224_16226866	3	1	1	0	1
chr18_16207224_16226866	3	4	0	1	0
chr18_16207224_16226866	3	3	1	1	0
chr18_16207224_16226866	3	4	0	0	1
chr18_16207224_16226866	3	2	0	4	0
chr18_16207224_16226866	2	1	0	1	3
chr18_16207224_16226866	2	1	2	2	0
chr18_16207224_16226866	2	0	5	0	0
chr18_16207224_16226866	2	0	0	0	5
chr18_16207224_16226866	2	3	1	2	0
chr18_16207224_16226866	2	2	1	1	1
chr18_16207224_16226866	2	2	3	1	0
chr18_16207224_16226866	2	2	0	0	3
chr18_16207224_16226866	2	0	0	0	4
chr18_16207224_16226866	1	3	0	2	1
chr18_16207224_16226866	1	2	0	1	2
chr18_16207224_16226866	1	1	3	1	0
chr18_16207224_16226866	1	4	1	0	0
chr18_16207224_16226866	1	0	0	1	4
chr18_16207224_16226866	1	1	0	0	4
chr18_16207224_16226866	1	1	0	3	1
chr18_16207888_16227518	592	0	0	0	0
chr18_16207888_16227518	408	1	0	0	0
chr18_16207888_16227518	323	0	0	2	0
chr18_16207888_16227518	301	0	0	1	0
chr18_16207888_16227518	234	1	0	1	0
chr18_16207888_16227518	142	2	0	0	0
chr18_16207888_16227518	131	0	0	3	0
chr18_16207888_16227518	115	1	0	2	0
chr18_16207888_16227518	109	0	1	0	0
chr18_16207888_16227518	104	2	0	1	0
chr18_16207888_16227518	89	0	0	0	1
chr18_16207888_16227518	72	0	1	1	0
chr18_16207888_16227518	70	2	0	2	0
chr18_16207888_16227518	59	3	0	0	0
chr18_16207888_16227518	58	1	0	3	0
chr18_16207888_16227518	49	1	0	1	1
chr18_16207888_16227518	48	1	1	0	0
chr18_16207888_16227518	47	0	0	1	1
chr18_16207888_16227518	44	0	3	0	0
chr18_16207888_16227518	41	0	1	2	0
chr18_16207888_16227518	40	0	2	0	0
chr18_16207888_16227518	35	1	0	0	1
chr18_16207888_16227518	34	1	1	1	0
chr18_16207888_16227518	34	0	0	2	1
chr18_16207888_16227518	33	0	0	0	2
chr18_16207888_16227518	30	1	1	2	0
chr18_16207888_16227518	29	2	0	3	0
chr18_16207888_16227518	26	3	0	2	0
chr18_16207888_16227518	26	2	0	0	1
chr18_16207888_16227518	26	1	0	0	2
chr18_16207888_16227518	24	2	1	0	0
chr18_16207888_16227518	23	2	0	1	1
chr18_16207888_16227518	22	1	2	0	0
chr18_16207888_16227518	21	0	0	4	1
chr18_16207888_16227518	21	3	0	1	0
chr18_16207888_16227518	20	0	0	5	0
chr18_16207888_16227518	20	1	5	1	0
chr18_16207888_16227518	19	0	0	4	0
chr18_16207888_16227518	18	1	0	5	0
chr18_16207888_16227518	18	4	0	0	0
chr18_16207888_16227518	18	2	1	1	0
chr18_16207888_16227518	17	0	0	0	3
chr18_16207888_16227518	16	0	2	1	0
chr18_16207888_16227518	14	1	3	0	0
chr18_16207888_16227518	13	2	0	3	1
chr18_16207888_16227518	12	0	0	3	2
chr18_16207888_16227518	12	3	0	0	1
chr18_16207888_16227518	11	5	0	1	0
chr18_16207888_16227518	11	0	0	1	2
chr18_16207888_16227518	11	1	0	2	1
chr18_16207888_16227518	10	2	2	0	0
chr18_16207888_16227518	10	0	5	1	0
chr18_16207888_16227518	10	2	3	0	0
chr18_16207888_16227518	10	0	3	1	0
chr18_16207888_16227518	9	5	0	0	0
chr18_16207888_16227518	9	0	1	3	0
chr18_16207888_16227518	9	2	0	2	1
chr18_16207888_16227518	9	1	2	1	0
chr18_16207888_16227518	9	1	0	4	0
chr18_16207888_16227518	8	2	2	1	0
chr18_16207888_16227518	8	1	4	2	0
chr18_16207888_16227518	8	4	0	2	0
chr18_16207888_16227518	8	1	0	0	3
chr18_16207888_16227518	8	0	0	2	2
chr18_16207888_16227518	8	0	0	3	1
chr18_16207888_16227518	7	0	0	1	3
chr18_16207888_16227518	7	4	0	0	1
chr18_16207888_16227518	7	1	0	2	2
chr18_16207888_16227518	6	1	4	1	0
chr18_16207888_16227518	6	4	0	1	0
chr18_16207888_16227518	6	1	0	1	2
chr18_16207888_16227518	6	1	0	3	1
chr18_16207888_16227518	5	4	1	1	0
chr18_16207888_16227518	5	2	0	0	3
chr18_16207888_16227518	5	2	0	4	0
chr18_16207888_16227518	5	4	0	1	1
chr18_16207888_16227518	5	3	2	0	0
chr18_16207888_16227518	5	3	2	1	0
chr18_16207888_16227518	4	1	4	0	0
chr18_16207888_16227518	4	0	4	0	0
chr18_16207888_16227518	4	0	4	1	0
chr18_16207888_16227518	4	1	5	0	0
chr18_16207888_16227518	4	0	4	2	0
chr18_16207888_16227518	4	2	1	0	1
chr18_16207888_16227518	4	0	2	2	0
chr18_16207888_16227518	4	2	0	0	2
chr18_16207888_16227518	4	3	0	1	1
chr18_16207888_16227518	4	3	0	2	1
chr18_16207888_16227518	3	2	1	2	0
chr18_16207888_16227518	3	3	1	1	0
chr18_16207888_16227518	3	0	1	0	1
chr18_16207888_16227518	3	1	1	3	0
chr18_16207888_16227518	3	0	0	0	4
chr18_16207888_16227518	3	2	0	1	2
chr18_16207888_16227518	3	3	0	3	0
chr18_16207888_16227518	2	1	3	1	0
chr18_16207888_16227518	2	0	5	0	0
chr18_16207888_16227518	2	0	0	0	5
chr18_16207888_16227518	2	3	1	2	0
chr18_16207888_16227518	2	2	1	1	1
chr18_16207888_16227518	2	0	1	1	1
chr18_16207888_16227518	2	2	3	1	0
chr18_16207888_16227518	2	0	2	0	1
chr18_16207888_16227518	2	1	1	0	1
chr18_16207888_16227518	2	1	0	0	4
chr18_16207888_16227518	2	1	0	2	3
chr18_16207888_16227518	2	5	0	3	0
chr18_16207888_16227518	2	7	0	3	0
chr18_16207888_16227518	2	0	1	4	0
chr18_16207888_16227518	2	2	0	2	2
chr18_16207888_16227518	2	3	2	2	0
chr18_16207888_16227518	1	4	1	0	0
chr18_16207888_16227518	1	0	0	1	4
chr18_16207888_16227518	1	3	1	0	0
chr18_16207888_16227518	1	1	2	2	0
chr18_16207888_16227518	1	4	0	3	0
chr18_16207888_16227518	1	3	0	0	2
chr18_16207888_16227518	1	4	0	3	1
chr18_16207888_16227518	1	5	0	0	2
chr18_16207888_16227518	1	6	0	0	1
chr18_16207888_16227518	1	6	0	1	1
chr18_16207888_16227518	1	5	0	1	2
chr18_16207888_16227518	1	7	0	0	0
chr18_16207888_16227518	1	4	0	0	3
chr18_16207888_16227518	1	5	0	3	2
chr18_16207888_16227518	1	5	0	2	0
chr18_16207888_16227518	1	1	1	4	0
chr18_16207888_16227518	1	4	2	1	0
chr18_16207888_16227518	1	4	2	2	0
chr18_16207888_16227518	1	3	0	3	1
chr18_16207888_16227518	1	4	2	0	0
chr18_16207888_16227518	1	0	3	2	0
chr18_16207888_16227518	1	3	0	2	2
chr18_16207888_16227518	1	2	0	1	3
chr18_16208528_16228158	585	0	0	0	0
chr18_16208528_16228158	336	1	0	0	0
chr18_16208528_16228158	324	0	0	1	0
chr18_16208528_16228158	291	0	0	2	0
chr18_16208528_16228158	165	1	0	1	0
chr18_16208528_16228158	140	0	0	3	0
chr18_16208528_16228158	129	2	0	0	0
chr18_16208528_16228158	124	0	1	0	0
chr18_16208528_16228158	114	2	0	1	0
chr18_16208528_16228158	88	1	0	2	0
chr18_16208528_16228158	82	0	0	0	1
chr18_16208528_16228158	77	2	0	2	0
chr18_16208528_16228158	68	0	1	1	0
chr18_16208528_16228158	64	3	0	0	0
chr18_16208528_16228158	60	1	0	1	1
chr18_16208528_16228158	52	1	0	3	0
chr18_16208528_16228158	48	0	2	0	0
chr18_16208528_16228158	48	0	0	4	0
chr18_16208528_16228158	47	0	3	0	0
chr18_16208528_16228158	44	1	0	2	1
chr18_16208528_16228158	44	0	0	1	1
chr18_16208528_16228158	43	1	1	0	0
chr18_16208528_16228158	43	1	0	0	2
chr18_16208528_16228158	40	0	1	2	0
chr18_16208528_16228158	39	0	0	0	2
chr18_16208528_16228158	37	1	0	0	1
chr18_16208528_16228158	35	2	1	0	0
chr18_16208528_16228158	31	2	0	3	0
chr18_16208528_16228158	31	2	0	0	1
chr18_16208528_16228158	31	0	0	2	1
chr18_16208528_16228158	28	2	0	1	1
chr18_16208528_16228158	28	3	0	2	0
chr18_16208528_16228158	28	0	0	1	2
chr18_16208528_16228158	26	2	1	1	0
chr18_16208528_16228158	25	3	0	1	0
chr18_16208528_16228158	23	1	1	1	0
chr18_16208528_16228158	20	4	0	0	0
chr18_16208528_16228158	20	0	3	1	0
chr18_16208528_16228158	19	1	2	0	0
chr18_16208528_16228158	19	1	0	4	0
chr18_16208528_16228158	17	0	0	0	3
chr18_16208528_16228158	17	0	2	1	0
chr18_16208528_16228158	15	2	0	2	1
chr18_16208528_16228158	15	3	0	0	1
chr18_16208528_16228158	15	0	0	2	2
chr18_16208528_16228158	14	2	0	3	1
chr18_16208528_16228158	13	1	3	0	0
chr18_16208528_16228158	13	0	1	3	0
chr18_16208528_16228158	13	1	1	2	0
chr18_16208528_16228158	13	1	0	2	2
chr18_16208528_16228158	13	4	0	2	0
chr18_16208528_16228158	12	1	2	1	0
chr18_16208528_16228158	12	0	0	5	0
chr18_16208528_16228158	11	0	0	1	3
chr18_16208528_16228158	11	1	0	3	1
chr18_16208528_16228158	11	4	0	1	0
chr18_16208528_16228158	10	2	3	0	0
chr18_16208528_16228158	10	2	2	0	0
chr18_16208528_16228158	10	1	0	1	2
chr18_16208528_16228158	10	0	0	3	1
chr18_16208528_16228158	9	1	0	0	3
chr18_16208528_16228158	9	2	1	2	0
chr18_16208528_16228158	9	4	0	0	1
chr18_16208528_16228158	9	4	1	0	0
chr18_16208528_16228158	8	0	2	2	0
chr18_16208528_16228158	8	1	1	3	0
chr18_16208528_16228158	8	3	0	2	1
chr18_16208528_16228158	7	3	1	1	0
chr18_16208528_16228158	7	5	0	0	0
chr18_16208528_16228158	7	4	0	1	1
chr18_16208528_16228158	7	2	0	2	2
chr18_16208528_16228158	6	2	2	1	0
chr18_16208528_16228158	6	2	0	0	2
chr18_16208528_16228158	6	2	0	4	0
chr18_16208528_16228158	6	3	0	1	1
chr18_16208528_16228158	6	2	0	1	2
chr18_16208528_16228158	6	5	0	2	0
chr18_16208528_16228158	6	3	2	0	0
chr18_16208528_16228158	5	2	0	0	3
chr18_16208528_16228158	5	3	0	3	0
chr18_16208528_16228158	5	3	2	1	0
chr18_16208528_16228158	5	0	1	4	0
chr18_16208528_16228158	5	3	0	2	2
chr18_16208528_16228158	5	0	2	4	0
chr18_16208528_16228158	5	0	0	1	4
chr18_16208528_16228158	4	2	1	0	1
chr18_16208528_16228158	4	1	2	2	0
chr18_16208528_16228158	4	0	0	0	4
chr18_16208528_16228158	4	3	0	0	2
chr18_16208528_16228158	4	0	3	2	0
chr18_16208528_16228158	4	1	0	1	3
chr18_16208528_16228158	4	3	1	2	0
chr18_16208528_16228158	4	3	0	1	3
chr18_16208528_16228158	4	0	1	5	0
chr18_16208528_16228158	4	4	1	1	0
chr18_16208528_16228158	4	5	1	0	0
chr18_16208528_16228158	4	0	2	7	0
chr18_16208528_16228158	4	0	0	7	0
chr18_16208528_16228158	4	4	0	4	0
chr18_16208528_16228158	3	0	1	1	1
chr18_16208528_16228158	3	0	1	0	1
chr18_16208528_16228158	3	1	0	0	4
chr18_16208528_16228158	3	5	0	3	0
chr18_16208528_16228158	3	4	0	3	1
chr18_16208528_16228158	3	7	0	3	0
chr18_16208528_16228158	3	5	0	1	0
chr18_16208528_16228158	3	1	3	1	0
chr18_16208528_16228158	3	4	2	0	0
chr18_16208528_16228158	3	2	0	1	3
chr18_16208528_16228158	3	0	2	3	0
chr18_16208528_16228158	3	6	0	1	0
chr18_16208528_16228158	3	3	0	4	0
chr18_16208528_16228158	3	2	1	3	1
chr18_16208528_16228158	3	0	4	0	0
chr18_16208528_16228158	3	5	1	1	0
chr18_16208528_16228158	3	1	0	5	0
chr18_16208528_16228158	2	2	1	1	1
chr18_16208528_16228158	2	2	3	1	0
chr18_16208528_16228158	2	0	2	0	1
chr18_16208528_16228158	2	1	1	0	1
chr18_16208528_16228158	2	1	0	2	3
chr18_16208528_16228158	2	4	0	3	0
chr18_16208528_16228158	2	5	0	0	2
chr18_16208528_16228158	2	5	0	3	2
chr18_16208528_16228158	2	3	0	3	1
chr18_16208528_16228158	2	3	2	2	0
chr18_16208528_16228158	2	1	2	3	0
chr18_16208528_16228158	2	2	1	3	0
chr18_16208528_16228158	2	1	1	1	1
chr18_16208528_16228158	2	3	1	0	0
chr18_16208528_16228158	2	4	1	2	0
chr18_16208528_16228158	2	6	0	2	0
chr18_16208528_16228158	2	6	1	0	0
chr18_16208528_16228158	2	5	1	4	0
chr18_16208528_16228158	2	6	1	1	0
chr18_16208528_16228158	2	5	1	2	0
chr18_16208528_16228158	2	6	2	0	0
chr18_16208528_16228158	2	2	0	4	3
chr18_16208528_16228158	2	2	0	7	0
chr18_16208528_16228158	2	0	0	4	3
chr18_16208528_16228158	2	2	0	3	2
chr18_16208528_16228158	2	4	0	7	0
chr18_16208528_16228158	2	2	0	6	1
chr18_16208528_16228158	2	4	0	4	3
chr18_16208528_16228158	2	7	1	1	0
chr18_16208528_16228158	2	0	0	4	1
chr18_16208528_16228158	2	3	1	1	2
chr18_16208528_16228158	2	5	0	2	1
chr18_16208528_16228158	2	0	1	7	0
chr18_16208528_16228158	2	0	0	3	4
chr18_16208528_16228158	2	5	0	4	0
chr18_16208528_16228158	2	1	0	1	4
chr18_16208528_16228158	2	1	0	7	0
chr18_16208528_16228158	1	6	0	0	1
chr18_16208528_16228158	1	6	0	1	1
chr18_16208528_16228158	1	5	0	1	2
chr18_16208528_16228158	1	7	0	0	0
chr18_16208528_16228158	1	4	0	0	3
chr18_16208528_16228158	1	1	1	4	0
chr18_16208528_16228158	1	4	2	1	0
chr18_16208528_16228158	1	4	2	2	0
chr18_16208528_16228158	1	1	1	3	1
chr18_16208528_16228158	1	0	4	2	0
chr18_16208528_16228158	1	6	0	0	0
chr18_16208528_16228158	1	3	0	0	3
chr18_16208528_16228158	1	5	0	0	1
chr18_16208528_16228158	1	1	2	4	0
chr18_16208528_16228158	1	1	4	0	0
chr18_16208528_16228158	1	1	3	2	0
chr18_16208528_16228158	1	3	1	4	0
chr18_16208528_16228158	1	3	1	0	1
chr18_16208528_16228158	1	1	1	2	3
chr18_16208528_16228158	1	1	1	0	3
chr18_16208528_16228158	1	1	1	2	2
chr18_16208528_16228158	1	3	1	1	1
chr18_16208528_16228158	1	4	0	3	2
chr18_16208528_16228158	1	4	0	1	2
chr18_16208528_16228158	1	6	1	2	0
chr18_16208528_16228158	1	3	0	3	2
chr18_16208528_16228158	1	0	0	3	2
chr18_16208528_16228158	1	3	0	5	0
chr18_16208528_16228158	1	0	0	2	3
chr18_16208528_16228158	1	7	0	2	0
chr18_16208528_16228158	1	5	0	2	2
chr18_16208528_16228158	1	3	1	2	2
chr18_16208528_16228158	1	5	2	0	0
chr18_16208528_16228158	1	2	0	2	3
chr18_16208528_16228158	1	1	0	4	1
chr18_16208528_16228158	1	2	0	4	1
chr18_16208528_16228158	1	5	1	0	1
chr18_16208528_16228158	1	4	0	2	2
chr18_16208528_16228158	1	2	0	1	4
chr18_16208528_16228158	1	5	1	1	1
chr18_16208528_16228158	1	1	0	3	4
chr18_16224800_16228798	506	0	0	0	0
chr18_16224800_16228798	308	0	0	1	0
chr18_16224800_16228798	305	0	0	2	0
chr18_16224800_16228798	279	1	0	0	0
chr18_16224800_16228798	171	1	0	1	0
chr18_16224800_16228798	136	0	0	3	0
chr18_16224800_16228798	136	1	0	2	0
chr18_16224800_16228798	107	2	0	0	0
chr18_16224800_16228798	100	0	0	0	1
chr18_16224800_16228798	95	0	1	0	0
chr18_16224800_16228798	94	2	0	1	0
chr18_16224800_16228798	84	0	0	1	1
chr18_16224800_16228798	78	1	0	1	1
chr18_16224800_16228798	68	0	1	1	0
chr18_16224800_16228798	67	2	0	2	0
chr18_16224800_16228798	66	0	1	2	0
chr18_16224800_16228798	65	0	2	0	0
chr18_16224800_16228798	57	1	0	3	0
chr18_16224800_16228798	57	3	0	0	0
chr18_16224800_16228798	52	0	0	4	0
chr18_16224800_16228798	49	1	1	0	0
chr18_16224800_16228798	48	1	0	2	1
chr18_16224800_16228798	46	1	0	0	1
chr18_16224800_16228798	46	1	0	0	2
chr18_16224800_16228798	37	3	0	2	0
chr18_16224800_16228798	35	0	0	0	2
chr18_16224800_16228798	35	3	0	1	0
chr18_16224800_16228798	34	2	1	0	0
chr18_16224800_16228798	33	0	0	2	1
chr18_16224800_16228798	31	2	0	1	1
chr18_16224800_16228798	28	2	0	0	1
chr18_16224800_16228798	28	0	0	1	2
chr18_16224800_16228798	25	1	2	0	0
chr18_16224800_16228798	25	3	0	0	1
chr18_16224800_16228798	24	1	1	1	0
chr18_16224800_16228798	23	1	0	4	0
chr18_16224800_16228798	22	4	0	0	0
chr18_16224800_16228798	20	0	2	1	0
chr18_16224800_16228798	19	2	1	1	0
chr18_16224800_16228798	18	0	1	3	0
chr18_16224800_16228798	18	1	1	2	0
chr18_16224800_16228798	18	2	0	3	0
chr18_16224800_16228798	17	0	0	0	3
chr18_16224800_16228798	17	0	3	1	0
chr18_16224800_16228798	16	0	3	0	0
chr18_16224800_16228798	16	2	0	2	1
chr18_16224800_16228798	16	0	0	2	2
chr18_16224800_16228798	15	1	0	2	2
chr18_16224800_16228798	15	4	0	2	0
chr18_16224800_16228798	14	2	2	0	0
chr18_16224800_16228798	14	2	0	3	1
chr18_16224800_16228798	13	0	2	2	0
chr18_16224800_16228798	13	1	0	1	2
chr18_16224800_16228798	13	4	0	1	0
chr18_16224800_16228798	12	1	0	0	3
chr18_16224800_16228798	12	0	0	1	3
chr18_16224800_16228798	12	1	2	1	0
chr18_16224800_16228798	12	3	0	2	1
chr18_16224800_16228798	12	0	0	5	0
chr18_16224800_16228798	11	0	0	3	1
chr18_16224800_16228798	11	1	0	3	1
chr18_16224800_16228798	10	1	1	3	0
chr18_16224800_16228798	10	3	1	1	0
chr18_16224800_16228798	9	2	1	2	0
chr18_16224800_16228798	9	4	0	0	1
chr18_16224800_16228798	9	3	0	3	0
chr18_16224800_16228798	9	4	1	0	0
chr18_16224800_16228798	8	3	0	1	1
chr18_16224800_16228798	8	3	2	1	0
chr18_16224800_16228798	7	5	0	0	0
chr18_16224800_16228798	7	4	0	1	1
chr18_16224800_16228798	7	2	0	2	2
chr18_16224800_16228798	6	2	0	0	2
chr18_16224800_16228798	6	0	0	0	4
chr18_16224800_16228798	6	2	0	4	0
chr18_16224800_16228798	6	2	0	1	2
chr18_16224800_16228798	6	5	0	2	0
chr18_16224800_16228798	6	3	2	0	0
chr18_16224800_16228798	6	0	1	4	0
chr18_16224800_16228798	6	3	1	0	0
chr18_16224800_16228798	6	4	1	1	0
chr18_16224800_16228798	6	4	0	4	0
chr18_16224800_16228798	5	2	0	0	3
chr18_16224800_16228798	5	2	2	1	0
chr18_16224800_16228798	5	4	2	0	0
chr18_16224800_16228798	5	3	0	2	2
chr18_16224800_16228798	5	3	0	4	0
chr18_16224800_16228798	5	0	2	4	0
chr18_16224800_16228798	5	0	0	1	4
chr18_16224800_16228798	4	3	0	0	2
chr18_16224800_16228798	4	1	3	0	0
chr18_16224800_16228798	4	0	3	2	0
chr18_16224800_16228798	4	1	0	1	3
chr18_16224800_16228798	4	3	1	2	0
chr18_16224800_16228798	4	3	0	1	3
chr18_16224800_16228798	4	0	1	5	0
chr18_16224800_16228798	4	0	4	0	0
chr18_16224800_16228798	4	5	1	0	0
chr18_16224800_16228798	4	0	2	7	0
chr18_16224800_16228798	4	0	0	7	0
chr18_16224800_16228798	3	1	0	0	4
chr18_16224800_16228798	3	5	0	3	0
chr18_16224800_16228798	3	4	0	3	1
chr18_16224800_16228798	3	7	0	3	0
chr18_16224800_16228798	3	5	0	1	0
chr18_16224800_16228798	3	1	3	1	0
chr18_16224800_16228798	3	2	0	1	3
chr18_16224800_16228798	3	1	2	2	0
chr18_16224800_16228798	3	0	2	3	0
chr18_16224800_16228798	3	6	0	1	0
chr18_16224800_16228798	3	2	1	3	1
chr18_16224800_16228798	3	5	1	1	0
chr18_16224800_16228798	3	1	0	5	0
chr18_16224800_16228798	2	0	2	0	1
chr18_16224800_16228798	2	0	1	1	1
chr18_16224800_16228798	2	1	1	0	1
chr18_16224800_16228798	2	0	1	0	1
chr18_16224800_16228798	2	1	0	2	3
chr18_16224800_16228798	2	4	0	3	0
chr18_16224800_16228798	2	5	0	0	2
chr18_16224800_16228798	2	5	0	3	2
chr18_16224800_16228798	2	3	0	3	1
chr18_16224800_16228798	2	3	2	2	0
chr18_16224800_16228798	2	1	2	3	0
chr18_16224800_16228798	2	2	1	3	0
chr18_16224800_16228798	2	1	1	1	1
chr18_16224800_16228798	2	4	1	2	0
chr18_16224800_16228798	2	6	0	2	0
chr18_16224800_16228798	2	6	1	0	0
chr18_16224800_16228798	2	5	1	4	0
chr18_16224800_16228798	2	6	1	1	0
chr18_16224800_16228798	2	5	1	2	0
chr18_16224800_16228798	2	6	2	0	0
chr18_16224800_16228798	2	2	0	4	3
chr18_16224800_16228798	2	2	0	7	0
chr18_16224800_16228798	2	0	0	4	3
chr18_16224800_16228798	2	2	0	3	2
chr18_16224800_16228798	2	4	0	7	0
chr18_16224800_16228798	2	2	0	6	1
chr18_16224800_16228798	2	4	0	4	3
chr18_16224800_16228798	2	7	1	1	0
chr18_16224800_16228798	2	0	0	4	1
chr18_16224800_16228798	2	3	1	1	2
chr18_16224800_16228798	2	5	0	2	1
chr18_16224800_16228798	2	0	1	7	0
chr18_16224800_16228798	2	0	0	3	4
chr18_16224800_16228798	2	5	0	4	0
chr18_16224800_16228798	2	1	0	1	4
chr18_16224800_16228798	2	1	0	7	0
chr18_16224800_16228798	2	3	3	0	0
chr18_16224800_16228798	2	0	4	1	0
chr18_16224800_16228798	1	6	0	0	1
chr18_16224800_16228798	1	6	0	1	1
chr18_16224800_16228798	1	5	0	1	2
chr18_16224800_16228798	1	7	0	0	0
chr18_16224800_16228798	1	4	0	0	3
chr18_16224800_16228798	1	1	1	4	0
chr18_16224800_16228798	1	4	2	1	0
chr18_16224800_16228798	1	4	2	2	0
chr18_16224800_16228798	1	1	1	3	1
chr18_16224800_16228798	1	0	4	2	0
chr18_16224800_16228798	1	6	0	0	0
chr18_16224800_16228798	1	3	0	0	3
chr18_16224800_16228798	1	5	0	0	1
chr18_16224800_16228798	1	1	2	4	0
chr18_16224800_16228798	1	1	4	0	0
chr18_16224800_16228798	1	1	3	2	0
chr18_16224800_16228798	1	3	1	4	0
chr18_16224800_16228798	1	3	1	0	1
chr18_16224800_16228798	1	1	1	2	3
chr18_16224800_16228798	1	1	1	0	3
chr18_16224800_16228798	1	1	1	2	2
chr18_16224800_16228798	1	3	1	1	1
chr18_16224800_16228798	1	4	0	3	2
chr18_16224800_16228798	1	4	0	1	2
chr18_16224800_16228798	1	6	1	2	0
chr18_16224800_16228798	1	3	0	3	2
chr18_16224800_16228798	1	0	0	3	2
chr18_16224800_16228798	1	3	0	5	0
chr18_16224800_16228798	1	0	0	2	3
chr18_16224800_16228798	1	7	0	2	0
chr18_16224800_16228798	1	5	0	2	2
chr18_16224800_16228798	1	3	1	2	2
chr18_16224800_16228798	1	5	2	0	0
chr18_16224800_16228798	1	2	0	2	3
chr18_16224800_16228798	1	1	0	4	1
chr18_16224800_16228798	1	2	0	4	1
chr18_16224800_16228798	1	5	1	0	1
chr18_16224800_16228798	1	4	0	2	2
chr18_16224800_16228798	1	2	0	1	4
chr18_16224800_16228798	1	5	1	1	1
chr18_16224800_16228798	1	1	0	3	4
chr18_16226226_16229449	415	0	0	0	0
chr18_16226226_16229449	379	0	0	2	0
chr18_16226226_16229449	359	0	0	1	0
chr18_16226226_16229449	243	1	0	0	0
chr18_16226226_16229449	173	1	0	1	0
chr18_16226226_16229449	147	0	0	3	0
chr18_16226226_16229449	136	1	0	2	0
chr18_16226226_16229449	127	2	0	0	0
chr18_16226226_16229449	124	0	1	0	0
chr18_16226226_16229449	112	2	0	1	0
chr18_16226226_16229449	110	0	0	1	1
chr18_16226226_16229449	110	0	0	0	1
chr18_16226226_16229449	80	1	0	1	1
chr18_16226226_16229449	78	2	0	2	0
chr18_16226226_16229449	78	0	1	2	0
chr18_16226226_16229449	78	0	1	1	0
chr18_16226226_16229449	75	0	2	0	0
chr18_16226226_16229449	65	1	0	3	0
chr18_16226226_16229449	65	0	0	4	0
chr18_16226226_16229449	60	1	1	0	0
chr18_16226226_16229449	55	3	0	0	0
chr18_16226226_16229449	54	1	0	0	1
chr18_16226226_16229449	53	1	0	0	2
chr18_16226226_16229449	45	2	0	1	1
chr18_16226226_16229449	42	1	0	2	1
chr18_16226226_16229449	38	2	1	0	0
chr18_16226226_16229449	38	3	0	2	0
chr18_16226226_16229449	35	3	0	1	0
chr18_16226226_16229449	35	0	2	1	0
chr18_16226226_16229449	32	0	0	0	2
chr18_16226226_16229449	32	0	0	2	1
chr18_16226226_16229449	32	0	1	3	0
chr18_16226226_16229449	29	1	1	1	0
chr18_16226226_16229449	28	1	2	0	0
chr18_16226226_16229449	27	0	3	0	0
chr18_16226226_16229449	26	3	0	0	1
chr18_16226226_16229449	26	4	0	0	0
chr18_16226226_16229449	24	2	0	3	0
chr18_16226226_16229449	24	1	0	4	0
